2649031,4
1801829,4
8921879,4
538746,7
13021798,21
86065,27
85,27
4623870,27
30676165,45
11852505,45
2060910,71
6304323,78
32428682,78
488514,78
117646,78
36729185,82
27,85
9787757,103
12473049,133
26870928,134
25136308,137
27653621,137
32104924,137
2060910,139
21603730,153
16347164,153
31274849,158
667006,166
1725199,173
31010745,179
35396992,183
28200583,188
929845,188
33739333,198
666566,198
5200099,198
7411076,198
8514,199
96071,199
26758825,215
4324272,215
261943,233
1958379,233
39351861,238
25875083,4194483
23961941,4194483
19494650,266
23656077,266
19036577,277
4905239,277
20257545,292
9980,292
35882013,322
25389703,353
108050,420
34817922,447
671825,461
729744,461
29893472,461
27460633,500
16799679,500
31816323,500
26345191,563
30640,25166776
27436450,570
20886151,570
800441,571
366200,572
27196756,579
37717474,579
28283593,598
4434819,608
34786289,634
35287601,634
37065998,634
1090311,640
1032,669
27576132,686
5694513,686
37047222,690
2851358,690
20343475,730
4938133,744
9008200,755
8858245,755
10028446,755
6899875,755
9640519,755
2755781,755
206084,772
11939484,772
28724827,772
15778059,772
2524005,797
1549395,797
206084,819
33208998,819
12597670,819
5625,819
37617065,4195199
26916856,874
1413492,887
924303,887
401025,887
2139017,887
25136308,887
2142701,887
4669517,25166410
5310542,25166410
2398384,25166410
2793667,25166410
5949782,25166410
4215141,25166410
12482955,25166410
10031525,25166410
10269126,25166410
13689579,25166410
887462,25166410
152292,25166410
10265570,25166410
562083,25166410
1361086,25166410
6204776,25166410
6268176,25166410
1007051,25166410
73175,25166410
288288,25166410
9311952,25166410
474775,25166410
1910405,25166410
175984,25166410
7599886,25166410
3411961,25166410
6395793,25166410
17832726,1000
25437986,1000
669,1032
20789757,1034
8514,1034
7691631,1050
184366,1051
1952825,1060
6673802,1060
15045751,1062
10247874,1062
39822815,1065
21165314,1065
25302020,1065
43110209,1065
24404324,1065
33119595,1065
22839499,1065
26876866,1065
38040863,1065
42106524,1065
33116071,1065
36718677,1065
36491915,1065
23872321,1065
30230462,1065
38964452,1065
39532631,1066
16297763,1066
10435644,1066
26553597,1066
10707658,1066
8864000,29361660
924551,1090
924572,1090
924562,1090
924585,1090
924581,1090
32091173,1090
41556899,1090
16987877,1101
347655,1106
1352520,1106
33288698,1111
33161628,1111
31391870,1142
11594012,1151
6542501,1183
570503,1183
237904,1183
5463774,1192
25008788,1192
40424923,1192
26889551,1218
17728164,1299
36661850,1299
25050844,1302
27402149,1302
3606624,1302
388276,33556258
11029379,33556258
6452529,1366
14089735,1377
3016562,1377
27559766,1377
1801829,1377
5973855,4195632
715082,1396
22338518,1396
9384267,1396
1975240,1438
3618133,1497
15536087,1497
23165580,1503
12570984,1510
347655,1514
16289140,1514
42436885,1514
16416867,1514
34340650,1514
8255227,1516
11658016,1516
2331534,1516
2786567,1516
1599151,1516
2416064,1516
6192954,1516
6686858,1516
30528539,1517
184460,1558
13049233,1579
4025121,1579
1352520,1610
690903,1610
33211904,8390350
2211145,33555542
34294743,1659
4239408,1732
2885268,1732
6106340,1732
1644196,1732
3209,1734
23391501,1747
12089001,1789
31626282,1789
3228505,1789
15379098,1789
15051670,1829
1464595,1829
18950460,1880
16008426,1880
23851195,1880
40627727,1880
18950216,1880
20789757,1930
11708465,4196298
3786237,4196298
11445479,4196298
24560307,1938
35640229,1938
23025348,1938
2034526,1963
2363097,1963
22002058,1976
22002113,1976
10431493,1976
26996090,1976
24690740,2024
23803367,2029
13868906,2108
43447200,2112
31696756,2112
30528017,2129
915844,2129
26916085,2130
27932959,2153
873328,2153
1719690,2195
901663,2195
32535364,2202
2723436,2208
30111875,2208
10705327,2208
31744378,2208
2737881,2208
5096124,2208
6388572,2208
40470925,2210
20570322,2210
44737633,2210
41851056,2210
37078656,2210
37074635,2210
5561238,2213
35004530,2214
388113,2221
29948781,2221
30172534,2221
15370964,2221
285969,2240
285304,2240
3447443,2254
19872239,2289
8936633,2289
23445209,2289
24162061,2289
1795424,2308
29702213,2320
26683428,2320
15104762,46140414
12506328,46140314
31816323,2456
3910945,2458
142862,33557423
137135,33557423
25448345,2520
153204,2560
43371,2567
31116360,2647
14566037,2647
4182443,12585625
2470480,12585625
29099181,2669
26865883,2699
2113067,2699
6050800,2702
10417664,2708
32582321,2715
31256384,2715
26530409,2715
18135369,2767
12325983,2767
21980540,2767
23385363,2767
3812481,2767
3807749,2767
24968831,2771
3606624,2771
13655949,2781
8914251,37751108
8994588,37751108
33240667,2822
19872239,2876
10565579,29362837
1893173,2912
1125389,2912
27923363,2931
31652011,2931
4503128,2931
1029604,2931
38078454,2931
41105415,2931
15992807,2993
35822950,2993
11231402,41945414
3813528,41945414
18712343,3048
23937466,3048
10041891,3048
20789757,3124
8514,3124
96071,3124
614070,3124
6730452,3129
286561,3169
2651887,3169
30072495,3204
1734,3209
30621615,3240
8864000,29363579
2890621,3272
135213,3282
3117356,3282
1937689,3282
557395,3282
5087538,3282
39315,3282
1950251,3282
5079556,3282
33190756,3282
971438,3282
164531,3282
40691886,3282
3349406,3282
2614168,3282
455632,3282
10074992,3282
154603,3282
24993138,3282
2059311,3282
949308,3282
8201256,3282
421104,3282
656630,3282
8758708,3282
4119931,3282
2557257,3282
2471327,3282
45717250,3282
4591033,3282
7122559,3282
2653709,3282
2205193,3282
43629790,3282
386687,3282
25155580,3282
5093058,3282
3143348,3282
491209,3282
7833263,3282
315106,3282
5132125,3282
11829145,3282
5875574,3282
14747598,3282
9881552,3282
34262606,3308
42454540,3308
29478506,3308
8077402,3309
3117356,3314
25104,3314
557414,3314
4252,3314
36034559,3327
24932432,3346
882381,46141418
44502479,4197647
4542716,3416
30139865,3418
16721991,3418
9524057,3432
28233924,3432
32030127,3447
29689999,3447
37595119,3447
37591150,3447
16176198,3447
20886151,3447
41022896,4197871
21556876,4197871
21600782,4197871
21556868,4197871
43534504,3542
6106340,3542
19141754,3556
11475500,3565
11475498,3565
8359417,3565
7887589,3565
15701839,3565
28447892,3565
9519423,3565
8331069,3565
11972085,3565
11630327,3565
25925056,3565
1219074,3602
3910945,3602
8981131,3620
23059832,3620
15393024,3620
14747279,3620
12090329,3622
3228505,3622
24390855,3624
27441121,3687
30296685,3687
2416064,3687
2786567,3687
18069188,3687
8864000,29364157
831867,4198043
13961929,41946210
2520187,41946210
19667838,3832
1254218,3840
12636383,3859
13594531,3889
3592923,3889
11778024,3903
119093,4198147
1687158,29363877
8514,3948
7411076,3948
6046189,3970
2750721,3993
10240775,8392482
24284463,4058
285969,4063
285304,4063
279531,4063
35818588,4065
27224789,4115
44681070,4169
39152554,4169
7484926,4250
32454786,4250
3314,4252
26919962,4277
26919947,4277
26508664,4277
12422205,4303
3955647,4303
12422190,4303
15495674,4303
12422224,4303
16008423,4328
3834332,4328
6235174,4328
35440649,4331
13124802,4331
4091770,4365
7691631,4365
876117,29364438
1139562,25170072
1064317,25170072
1695405,4383
23652126,4383
2504560,4383
39820044,8393135
39761416,8393135
39504796,8393135
28942758,4409
29684851,4430
13149527,4430
22926972,4437
2774458,25170133
6221292,25170133
10204693,25170133
30338639,4458
12636383,4458
14618873,4467
1725199,4483
16739397,4483
24851413,4483
203666,4485
15802645,4522
20643750,4523
3910314,4543
5200099,4550
238846,33559499
2340549,4576
13230665,4592
31670909,4592
27411729,4592
21444367,4592
17324120,4592
28643936,4592
28724827,4592
29991068,4604
1206546,4624
942903,4624
487492,4776
8896307,4781
9831101,4790
801795,4802
18304,29364928
8986487,29364928
4909355,4933
4871551,4933
1099265,20976138
12040130,4970
34945600,4970
39486005,4976
2723436,5004
2737881,5004
5096124,5004
4693087,5004
15974409,5004
4386656,8393520
21055916,5047
22772300,5082
4665416,5082
16760719,5089
12004006,5089
15563290,5089
11949423,5089
10932604,5089
7569578,5213
13973168,5213
8331069,5235
8458155,5235
44742998,5235
7887589,5235
57275,5266
45967,5266
35718695,5268
13951609,5281
32396643,5281
706768,12588131
2835614,5310
23865131,5310
500795,5310
34543204,5330
1219329,5387
16173933,5387
15185472,5393
8514,5402
32873313,5409
33745170,5445
30198400,5445
32545743,5445
26507037,5479
5441793,5479
22753345,8393994
29961159,8393994
3842593,5518
2686767,5560
40550513,5560
13560553,5560
2331534,5560
2898846,5560
1996077,5560
